Order ID,Order Date,Customer Name,Region,Category,Product,Quantity,Unit Price,Sales,Profit
1040,2025-02-24,Customer_96,South,Electronics,Headphones,1,500,500,62.48
1041,2025-04-15,Customer_88,East,Furniture,Sofa,5,500,2500,504.99
1042,2025-05-22,Customer_6,North,Grocery,Sugar,1,250,250,46.96
1043,2025-10-10,Customer_91,West,Furniture,Table,3,500,1500,309.01
1044,2025-10-07,Customer_5,East,Electronics,Laptop,1,10000,10000,2336.68
1045,2025-01-21,Customer_46,South,Fashion,Jacket,2,250,500,66.2
1046,2025-07-28,Customer_80,South,Fashion,T-Shirt,3,5000,15000,3454.54
1047,2025-06-20,Customer_53,South,Fashion,Jeans,2,2500,5000,421.07
1048,2025-08-29,Customer_29,South,Furniture,Table,1,2500,2500,570.67
1049,2025-12-04,Customer_25,West,Grocery,Sugar,3,500,1500,176.85
1050,2025-09-18,Customer_52,East,Furniture,Sofa,1,1000,1000,139.69
1051,2025-05-16,Customer_5,North,Electronics,Laptop,3,500,1500,268.05
1052,2025-09-19,Customer_15,West,Grocery,Sugar,3,2500,7500,1372.92
1053,2025-09-24,Customer_69,South,Fashion,Shoes,1,10000,10000,1541.3
1054,2025-11-16,Customer_41,North,Furniture,Bed,1,10000,10000,2365.31
1055,2025-06-01,Customer_71,South,Furniture,Sofa,4,1000,4000,593.63
1056,2025-03-31,Customer_79,East,Fashion,Jacket,4,10000,40000,8287.32
1057,2025-10-24,Customer_78,East,Grocery,Rice,3,1000,3000,347.19
1058,2025-08-31,Customer_95,South,Grocery,Tea,4,10000,40000,4653.17
1059,2025-06-21,Customer_12,South,Electronics,Headphones,5,10000,50000,9380.0
1060,2025-05-06,Customer_61,North,Furniture,Table,2,500,1000,84.15
1061,2025-07-16,Customer_64,West,Grocery,Tea,5,500,2500,505.3
1062,2025-04-23,Customer_23,West,Fashion,Jeans,1,250,250,53.08
1063,2025-08-26,Customer_86,East,Electronics,Smartphone,1,2500,2500,256.67
1064,2025-09-01,Customer_58,East,Grocery,Tea,5,2500,12500,2906.57
1065,2025-05-21,Customer_57,North,Fashion,Shoes,5,2500,12500,2331.84
1066,2025-10-04,Customer_11,South,Furniture,Table,3,1000,3000,403.05
1067,2025-04-20,Customer_9,West,Fashion,Jeans,4,10000,40000,4239.08
1068,2025-04-16,Customer_54,West,Grocery,Sugar,5,2500,12500,1883.52
1069,2025-06-02,Customer_97,West,Electronics,Smartwatch,4,250,1000,240.27
1070,2025-09-06,Customer_4,West,Grocery,Oil,4,500,2000,252.8
1071,2025-11-15,Customer_69,North,Furniture,Bed,2,2500,5000,1181.61
1072,2025-08-25,Customer_24,North,Grocery,Rice,1,10000,10000,1528.64
1073,2025-06-22,Customer_98,West,Furniture,Bed,3,500,1500,235.95
1074,2025-10-04,Customer_7,East,Furniture,Bed,3,250,750,119.96
1075,2025-04-13,Customer_3,South,Fashion,T-Shirt,1,250,250,60.36
1076,2025-04-22,Customer_60,East,Fashion,Jeans,4,10000,40000,3977.85
1077,2025-02-28,Customer_100,South,Furniture,Table,5,5000,25000,6095.87
1078,2025-10-22,Customer_87,West,Furniture,Chair,5,250,1250,297.39
1079,2025-11-18,Customer_32,North,Grocery,Oil,1,5000,5000,987.02
1080,2025-08-08,Customer_85,East,Furniture,Chair,5,250,1250,173.78
1081,2025-02-24,Customer_56,East,Electronics,Headphones,1,2500,2500,549.49
1082,2025-11-30,Customer_35,West,Grocery,Oil,4,500,2000,409.49
1083,2025-05-06,Customer_12,East,Grocery,Tea,5,1000,5000,673.96
1084,2025-07-14,Customer_44,North,Grocery,Oil,4,5000,20000,3675.13
1085,2025-05-13,Customer_44,East,Grocery,Sugar,2,2500,5000,580.3
1086,2025-07-28,Customer_63,South,Furniture,Chair,5,500,2500,236.39
1087,2025-04-24,Customer_52,South,Grocery,Tea,4,250,1000,95.82
1088,2025-08-06,Customer_96,East,Furniture,Sofa,4,5000,20000,3405.13
1089,2025-03-03,Customer_93,South,Furniture,Bed,3,1000,3000,368.22
1090,2025-04-21,Customer_95,West,Furniture,Chair,5,10000,50000,5573.77
1091,2025-07-04,Customer_23,East,Furniture,Sofa,1,500,500,65.18
1092,2025-10-11,Customer_38,South,Electronics,Smartphone,3,250,750,184.22
1093,2025-09-03,Customer_57,East,Grocery,Rice,1,5000,5000,641.69
1094,2025-02-03,Customer_52,West,Fashion,T-Shirt,3,2500,7500,745.46
1095,2025-06-05,Customer_11,South,Electronics,Laptop,2,500,1000,217.89
1096,2025-04-26,Customer_100,West,Electronics,Smartwatch,5,5000,25000,5360.65
1097,2025-06-06,Customer_73,North,Grocery,Tea,3,5000,15000,3724.58
1098,2025-03-22,Customer_31,South,Electronics,Smartphone,2,1000,2000,384.55
1099,2025-11-01,Customer_61,East,Electronics,Smartphone,1,2500,2500,391.46
1100,2025-08-21,Customer_10,South,Electronics,Smartphone,3,10000,30000,3841.86
1101,2025-11-28,Customer_20,East,Furniture,Table,4,250,1000,172.58
1102,2025-11-01,Customer_96,East,Fashion,T-Shirt,1,500,500,107.37
1103,2025-07-26,Customer_35,West,Grocery,Rice,4,10000,40000,5267.82
1104,2025-06-15,Customer_78,East,Grocery,Rice,5,250,1250,289.0
1105,2025-10-22,Customer_76,North,Electronics,Laptop,2,10000,20000,4442.26
1106,2025-08-15,Customer_36,South,Furniture,Chair,2,2500,5000,841.12
1107,2025-06-20,Customer_42,North,Grocery,Tea,1,2500,2500,347.88
1108,2025-12-06,Customer_52,North,Fashion,Shoes,4,10000,40000,6569.19
1109,2025-07-26,Customer_66,North,Grocery,Rice,3,1000,3000,404.87
1110,2025-11-15,Customer_97,West,Grocery,Tea,1,500,500,84.07
1111,2025-05-28,Customer_57,West,Grocery,Rice,2,1000,2000,346.73
1112,2025-06-09,Customer_71,North,Electronics,Laptop,5,500,2500,501.66
1113,2025-03-02,Customer_83,South,Grocery,Rice,2,250,500,79.22
1114,2025-09-05,Customer_61,South,Grocery,Sugar,5,10000,50000,6324.11
1115,2025-09-18,Customer_96,South,Grocery,Oil,4,500,2000,473.44
1116,2025-09-17,Customer_35,North,Electronics,Headphones,4,1000,4000,955.29
1117,2025-09-08,Customer_20,West,Furniture,Sofa,5,5000,25000,6245.33
1118,2025-07-13,Customer_59,East,Grocery,Sugar,3,5000,15000,3145.33
1119,2025-07-30,Customer_6,East,Fashion,Jeans,5,2500,12500,1496.32
1120,2025-11-30,Customer_20,West,Grocery,Tea,4,10000,40000,8588.28
1121,2025-02-21,Customer_57,North,Electronics,Smartphone,5,5000,25000,3410.98
1122,2025-03-21,Customer_10,West,Grocery,Rice,2,2500,5000,1140.29
1123,2025-02-11,Customer_43,West,Furniture,Sofa,5,10000,50000,7378.61
1124,2025-05-01,Customer_81,East,Furniture,Bed,5,250,1250,231.21
1125,2025-12-27,Customer_13,West,Fashion,T-Shirt,4,250,1000,209.26
1126,2025-01-29,Customer_38,East,Fashion,Shoes,1,250,250,33.79
1127,2025-10-17,Customer_88,South,Furniture,Bed,2,500,1000,170.3
1128,2025-11-14,Customer_88,South,Fashion,Jeans,1,5000,5000,1140.21
1129,2025-08-24,Customer_33,North,Grocery,Oil,2,2500,5000,942.22
1130,2025-06-26,Customer_76,East,Grocery,Sugar,5,500,2500,231.39
1131,2025-07-16,Customer_62,North,Grocery,Sugar,4,1000,4000,455.47
1132,2025-12-25,Customer_38,North,Fashion,Jacket,5,1000,5000,888.59
1133,2025-01-26,Customer_78,West,Grocery,Sugar,1,5000,5000,1135.31
1134,2025-04-08,Customer_80,East,Furniture,Table,5,1000,5000,586.15
1135,2025-01-18,Customer_75,East,Fashion,T-Shirt,1,1000,1000,214.06
1136,2025-03-31,Customer_26,South,Fashion,T-Shirt,3,1000,3000,621.22
1137,2025-09-04,Customer_38,East,Furniture,Sofa,2,1000,2000,470.78
1138,2025-04-26,Customer_87,West,Electronics,Smartwatch,1,500,500,104.1
1139,2025-03-05,Customer_59,East,Furniture,Chair,4,250,1000,124.96
1140,2025-08-30,Customer_4,East,Furniture,Bed,3,250,750,146.04
1141,2025-07-29,Customer_15,South,Fashion,T-Shirt,4,10000,40000,5254.89
1142,2025-05-01,Customer_69,South,Electronics,Laptop,3,2500,7500,748.05
1143,2025-12-23,Customer_70,West,Grocery,Tea,3,10000,30000,7241.84
1144,2025-05-24,Customer_5,East,Fashion,Jacket,1,2500,2500,461.65
1145,2025-02-20,Customer_88,East,Fashion,Jacket,4,500,2000,450.85
1146,2025-03-04,Customer_59,North,Furniture,Chair,4,1000,4000,449.07
1147,2025-03-06,Customer_73,South,Fashion,T-Shirt,1,1000,1000,121.41
1148,2025-04-30,Customer_43,South,Electronics,Smartphone,5,500,2500,545.55
1149,2025-03-31,Customer_15,North,Electronics,Headphones,2,500,1000,171.84
1150,2025-01-09,Customer_23,East,Fashion,T-Shirt,3,500,1500,270.16
1151,2025-02-02,Customer_61,West,Electronics,Smartphone,4,5000,20000,1986.41
1152,2025-11-11,Customer_6,East,Furniture,Chair,4,5000,20000,2353.27
1153,2025-08-07,Customer_88,North,Grocery,Rice,1,2500,2500,560.1
1154,2025-03-17,Customer_9,South,Grocery,Tea,1,250,250,33.69
1155,2025-08-21,Customer_65,West,Furniture,Sofa,4,5000,20000,3403.89
1156,2025-08-09,Customer_58,South,Electronics,Laptop,5,10000,50000,11356.68
1157,2025-02-18,Customer_41,West,Grocery,Sugar,4,2500,10000,1507.18
1158,2025-08-31,Customer_9,North,Furniture,Sofa,3,500,1500,295.14
1159,2025-07-10,Customer_17,North,Electronics,Laptop,4,250,1000,206.58
1160,2025-08-05,Customer_93,North,Furniture,Chair,4,1000,4000,914.05
1161,2025-04-19,Customer_20,West,Furniture,Sofa,3,250,750,133.68
1162,2025-05-23,Customer_74,South,Fashion,T-Shirt,3,5000,15000,2137.28
1163,2025-05-17,Customer_4,South,Grocery,Rice,5,10000,50000,11050.42
1164,2025-03-15,Customer_73,West,Furniture,Sofa,3,1000,3000,243.11
1165,2025-04-21,Customer_49,West,Electronics,Smartphone,1,250,250,51.71
1166,2025-06-16,Customer_100,North,Grocery,Sugar,2,1000,2000,265.96
1167,2025-02-11,Customer_35,West,Electronics,Smartphone,2,5000,10000,884.6
1168,2025-04-21,Customer_97,North,Grocery,Tea,5,2500,12500,1880.14
1169,2025-10-31,Customer_63,East,Furniture,Bed,1,1000,1000,195.3
1170,2025-04-15,Customer_39,South,Electronics,Smartphone,4,5000,20000,1786.26
1171,2025-09-12,Customer_96,West,Fashion,Shoes,3,1000,3000,301.19
1172,2025-09-14,Customer_72,East,Fashion,Jeans,4,5000,20000,3992.48
1173,2025-02-09,Customer_41,West,Electronics,Smartwatch,1,2500,2500,207.97
1174,2025-06-16,Customer_22,West,Grocery,Tea,3,250,750,111.64
1175,2025-10-29,Customer_52,North,Furniture,Chair,4,250,1000,121.36
1176,2025-03-28,Customer_10,North,Grocery,Sugar,3,500,1500,204.93
1177,2025-11-27,Customer_19,South,Fashion,Shoes,3,10000,30000,7286.94
1178,2025-03-20,Customer_98,North,Electronics,Smartphone,3,500,1500,164.24
1179,2025-08-18,Customer_88,East,Fashion,Jacket,4,5000,20000,4183.58
1180,2025-11-20,Customer_39,East,Furniture,Table,4,250,1000,159.72
1181,2025-08-20,Customer_5,North,Electronics,Headphones,5,250,1250,165.96
1182,2025-02-16,Customer_79,West,Furniture,Sofa,1,10000,10000,2269.23
1183,2025-06-14,Customer_78,West,Grocery,Rice,4,5000,20000,3816.25
1184,2025-06-25,Customer_92,North,Fashion,T-Shirt,4,250,1000,217.86
1185,2025-08-13,Customer_68,South,Fashion,T-Shirt,2,10000,20000,3088.38
1186,2025-06-23,Customer_87,North,Furniture,Sofa,3,2500,7500,1121.18
1187,2025-07-17,Customer_37,East,Furniture,Chair,3,250,750,131.14
1188,2025-06-29,Customer_40,West,Fashion,Shoes,1,5000,5000,964.07
1189,2025-06-18,Customer_17,North,Fashion,T-Shirt,3,5000,15000,2160.53
1190,2025-04-20,Customer_44,West,Grocery,Sugar,1,1000,1000,132.51
1191,2025-02-21,Customer_65,North,Fashion,Jeans,2,500,1000,93.12
1192,2025-04-03,Customer_89,South,Furniture,Table,5,2500,12500,1327.79
1193,2025-05-02,Customer_57,East,Grocery,Rice,4,1000,4000,779.93
1194,2025-08-29,Customer_25,East,Grocery,Oil,5,500,2500,331.52
1195,2025-08-03,Customer_21,South,Grocery,Tea,3,2500,7500,1241.21
1196,2025-07-10,Customer_71,North,Fashion,Shoes,1,10000,10000,1617.0
1197,2025-09-20,Customer_19,West,Electronics,Headphones,1,500,500,63.19
1198,2025-08-01,Customer_7,West,Electronics,Smartphone,4,1000,4000,952.72
1199,2025-01-15,Customer_41,North,Furniture,Table,4,250,1000,143.74
1200,2025-08-30,Customer_90,South,Furniture,Table,2,250,500,64.38
1201,2025-01-10,Customer_33,South,Grocery,Tea,5,250,1250,292.49
1202,2025-03-04,Customer_7,South,Fashion,Jacket,1,1000,1000,120.4
1203,2025-09-13,Customer_77,North,Grocery,Tea,1,250,250,55.56
1204,2025-06-30,Customer_31,West,Fashion,Jeans,3,2500,7500,601.99
1205,2025-09-27,Customer_70,North,Fashion,T-Shirt,5,1000,5000,457.53
1206,2025-07-11,Customer_33,North,Grocery,Tea,1,10000,10000,1457.7
1207,2025-11-18,Customer_14,East,Furniture,Chair,3,500,1500,306.9
1208,2025-11-26,Customer_23,West,Fashion,T-Shirt,3,5000,15000,2063.3
1209,2025-08-23,Customer_5,East,Grocery,Oil,2,250,500,100.86
1210,2025-06-08,Customer_66,West,Fashion,T-Shirt,2,250,500,66.83
1211,2025-07-02,Customer_100,North,Grocery,Sugar,1,10000,10000,1124.88
1212,2025-07-24,Customer_96,West,Furniture,Sofa,1,1000,1000,154.28
1213,2025-07-08,Customer_67,East,Grocery,Sugar,2,2500,5000,988.26
1214,2025-04-03,Customer_70,East,Electronics,Smartwatch,1,2500,2500,456.04
1215,2025-06-06,Customer_58,West,Furniture,Chair,1,1000,1000,192.36
1216,2025-06-30,Customer_79,West,Fashion,Jacket,3,2500,7500,654.0
1217,2025-07-06,Customer_66,South,Furniture,Chair,1,10000,10000,1883.77
1218,2025-01-18,Customer_17,North,Electronics,Smartphone,5,10000,50000,10641.15
1219,2025-01-17,Customer_78,South,Fashion,Shoes,3,2500,7500,1810.57
1220,2025-10-21,Customer_18,East,Grocery,Sugar,3,2500,7500,1572.93
1221,2025-01-14,Customer_95,South,Grocery,Sugar,3,500,1500,364.93
1222,2025-05-14,Customer_91,West,Grocery,Tea,5,250,1250,155.63
1223,2025-02-07,Customer_58,South,Fashion,Shoes,4,500,2000,201.7
1224,2025-02-03,Customer_71,East,Grocery,Rice,3,10000,30000,4171.87
1225,2025-03-04,Customer_26,South,Furniture,Table,2,1000,2000,332.98
1226,2025-07-08,Customer_60,South,Fashion,Jacket,1,1000,1000,174.18
1227,2025-09-03,Customer_68,West,Electronics,Laptop,3,2500,7500,1874.48
1228,2025-08-19,Customer_60,East,Grocery,Rice,2,1000,2000,378.4
1229,2025-01-29,Customer_16,South,Fashion,Jeans,2,2500,5000,827.43
1230,2025-04-26,Customer_45,East,Furniture,Table,2,1000,2000,477.81
1231,2025-05-21,Customer_17,East,Electronics,Headphones,2,10000,20000,4851.6
1232,2025-12-04,Customer_80,East,Electronics,Smartphone,5,5000,25000,2655.33
1233,2025-10-23,Customer_34,South,Electronics,Laptop,1,250,250,60.31
1234,2025-11-25,Customer_39,West,Grocery,Rice,4,10000,40000,6909.93
1235,2025-01-31,Customer_21,West,Fashion,Jacket,3,2500,7500,693.04
1236,2025-03-15,Customer_41,East,Grocery,Tea,4,500,2000,275.67
1237,2025-02-24,Customer_41,South,Furniture,Bed,2,1000,2000,335.09
1238,2025-02-19,Customer_7,East,Grocery,Rice,3,2500,7500,916.1
1239,2025-10-23,Customer_93,East,Grocery,Tea,2,500,1000,218.29
1240,2025-06-07,Customer_64,North,Fashion,Jeans,4,5000,20000,3187.17
1241,2025-04-21,Customer_75,East,Electronics,Smartwatch,5,2500,12500,3054.21
1242,2025-12-01,Customer_87,West,Electronics,Laptop,3,2500,7500,1361.84
1243,2025-05-16,Customer_94,East,Furniture,Chair,1,2500,2500,256.92
1244,2025-10-15,Customer_25,East,Grocery,Sugar,1,2500,2500,221.74
1245,2025-10-09,Customer_36,North,Furniture,Chair,4,5000,20000,3131.2
1246,2025-06-23,Customer_72,East,Fashion,T-Shirt,4,1000,4000,860.53
1247,2025-01-21,Customer_6,North,Fashion,Jeans,5,5000,25000,3705.9
1248,2025-11-07,Customer_66,South,Fashion,Shoes,4,5000,20000,3153.76
1249,2025-06-03,Customer_76,East,Furniture,Sofa,2,2500,5000,1242.02
1250,2025-12-11,Customer_15,West,Grocery,Sugar,4,250,1000,142.62
1251,2025-12-02,Customer_100,South,Furniture,Chair,5,2500,12500,1564.25
1252,2025-11-14,Customer_100,West,Electronics,Smartwatch,2,5000,10000,1869.34
1253,2025-02-26,Customer_25,North,Fashion,Jeans,1,5000,5000,1205.97
1254,2025-04-15,Customer_53,West,Grocery,Sugar,4,500,2000,300.41
1255,2025-12-06,Customer_62,West,Electronics,Smartphone,5,500,2500,438.38
1256,2025-07-01,Customer_87,East,Furniture,Table,4,5000,20000,2763.91
1257,2025-04-26,Customer_39,East,Grocery,Oil,2,1000,2000,349.75
1258,2025-05-21,Customer_37,North,Fashion,Jacket,3,2500,7500,1044.72
1259,2025-05-28,Customer_92,North,Grocery,Tea,3,500,1500,194.07
1260,2025-04-14,Customer_69,East,Furniture,Bed,3,10000,30000,4843.3
1261,2025-05-03,Customer_32,North,Furniture,Table,1,5000,5000,1029.76
1262,2025-08-30,Customer_13,South,Fashion,Jeans,1,250,250,37.57
1263,2025-09-01,Customer_62,South,Electronics,Smartphone,4,10000,40000,9558.22
1264,2025-02-15,Customer_84,South,Furniture,Sofa,3,10000,30000,2701.73
1265,2025-01-19,Customer_51,West,Electronics,Smartphone,4,500,2000,477.53
1266,2025-11-05,Customer_14,East,Fashion,Shoes,1,250,250,32.68
1267,2025-03-10,Customer_65,West,Furniture,Bed,5,5000,25000,4099.13
1268,2025-08-23,Customer_83,East,Furniture,Table,1,1000,1000,107.62
1269,2025-04-09,Customer_23,West,Fashion,T-Shirt,3,1000,3000,529.57
1270,2025-04-05,Customer_18,West,Grocery,Sugar,1,2500,2500,484.43
1271,2025-08-17,Customer_97,East,Furniture,Table,1,1000,1000,145.21
1272,2025-05-14,Customer_84,East,Furniture,Sofa,5,10000,50000,8869.46
1273,2025-07-27,Customer_88,East,Fashion,T-Shirt,1,2500,2500,330.39
1274,2025-03-10,Customer_62,South,Electronics,Headphones,3,5000,15000,1763.17
1275,2025-08-30,Customer_97,South,Grocery,Sugar,4,10000,40000,6934.79
1276,2025-07-05,Customer_10,North,Fashion,T-Shirt,5,2500,12500,2122.37
1277,2025-06-17,Customer_67,West,Electronics,Smartphone,5,5000,25000,2636.87
1278,2025-09-19,Customer_58,North,Electronics,Smartphone,5,2500,12500,1193.25
1279,2025-01-30,Customer_72,West,Grocery,Oil,5,2500,12500,1970.7
1280,2025-04-22,Customer_75,North,Furniture,Chair,4,1000,4000,875.19
1281,2025-01-31,Customer_9,West,Electronics,Smartwatch,3,10000,30000,2725.18
1282,2025-11-25,Customer_94,West,Electronics,Headphones,4,500,2000,421.45
1283,2025-12-16,Customer_85,South,Furniture,Bed,4,2500,10000,1438.6
1284,2025-03-07,Customer_94,South,Furniture,Chair,2,5000,10000,1468.2
1285,2025-10-06,Customer_55,West,Electronics,Laptop,3,2500,7500,1458.71
1286,2025-04-07,Customer_93,North,Fashion,Jeans,4,1000,4000,425.48
1287,2025-02-04,Customer_13,North,Electronics,Smartwatch,5,250,1250,151.14
1288,2025-08-13,Customer_30,South,Grocery,Rice,2,10000,20000,1750.4
1289,2025-10-22,Customer_41,East,Electronics,Smartphone,5,1000,5000,599.04
1290,2025-07-31,Customer_39,East,Fashion,Shoes,2,10000,20000,3372.25
1291,2025-06-26,Customer_83,West,Electronics,Smartphone,4,5000,20000,3285.11
1292,2025-04-05,Customer_97,West,Furniture,Bed,4,500,2000,261.96
1293,2025-08-26,Customer_8,West,Fashion,Jeans,3,10000,30000,3136.19
1294,2025-06-19,Customer_83,North,Grocery,Oil,4,500,2000,246.7
1295,2025-04-08,Customer_7,East,Grocery,Sugar,1,5000,5000,1015.9
1296,2025-10-28,Customer_93,South,Grocery,Rice,1,500,500,108.4
1297,2025-01-08,Customer_28,South,Grocery,Oil,3,1000,3000,728.08
1298,2025-04-15,Customer_51,South,Electronics,Smartwatch,2,10000,20000,3654.97
1299,2025-07-03,Customer_40,East,Furniture,Sofa,4,2500,10000,1707.21
1300,2025-08-29,Customer_98,East,Furniture,Bed,4,250,1000,216.48
1301,2025-04-24,Customer_95,South,Fashion,Shoes,3,2500,7500,658.29
1302,2025-08-02,Customer_38,South,Electronics,Headphones,5,5000,25000,4461.36
1303,2025-05-06,Customer_64,East,Fashion,Shoes,2,2500,5000,884.32
1304,2025-06-30,Customer_22,South,Furniture,Bed,4,2500,10000,1086.0
1305,2025-09-26,Customer_5,North,Grocery,Oil,5,10000,50000,12136.51
1306,2025-04-29,Customer_9,South,Electronics,Laptop,4,500,2000,446.47
1307,2025-11-13,Customer_82,West,Electronics,Smartphone,5,2500,12500,1793.05
1308,2025-01-07,Customer_3,East,Grocery,Rice,1,5000,5000,868.9
1309,2025-04-02,Customer_14,North,Furniture,Chair,5,10000,50000,9729.28
1310,2025-07-01,Customer_35,West,Fashion,Jeans,2,5000,10000,1694.98
1311,2025-12-23,Customer_29,East,Electronics,Headphones,4,2500,10000,1760.5
1312,2025-10-10,Customer_61,North,Electronics,Laptop,1,2500,2500,361.19
1313,2025-11-27,Customer_43,North,Electronics,Smartphone,1,2500,2500,559.27
1314,2025-09-01,Customer_35,North,Electronics,Smartphone,2,10000,20000,4617.68
1315,2025-04-02,Customer_41,North,Electronics,Headphones,5,5000,25000,4796.96
1316,2025-10-16,Customer_31,West,Fashion,Jeans,4,250,1000,130.88
1317,2025-09-14,Customer_96,East,Furniture,Bed,2,10000,20000,4062.16
1318,2025-06-24,Customer_78,West,Electronics,Laptop,4,500,2000,445.15
1319,2025-07-02,Customer_71,West,Furniture,Chair,3,2500,7500,1225.52
1320,2025-11-13,Customer_38,South,Grocery,Oil,5,10000,50000,7230.62
1321,2025-11-21,Customer_20,West,Electronics,Laptop,3,500,1500,216.9
1322,2025-06-07,Customer_57,East,Furniture,Sofa,1,250,250,20.22
1323,2025-08-18,Customer_72,West,Furniture,Chair,2,250,500,55.93
1324,2025-11-02,Customer_77,East,Electronics,Laptop,1,1000,1000,174.22
1325,2025-02-13,Customer_93,South,Grocery,Rice,3,2500,7500,1094.44
1326,2025-05-18,Customer_64,South,Fashion,Jacket,2,500,1000,125.72
1327,2025-09-05,Customer_10,East,Electronics,Smartphone,4,1000,4000,606.35
1328,2025-08-23,Customer_14,South,Furniture,Table,4,5000,20000,3696.67
1329,2025-07-14,Customer_43,West,Furniture,Chair,4,1000,4000,892.3
1330,2025-11-05,Customer_89,South,Furniture,Bed,5,500,2500,327.68
1331,2025-05-30,Customer_95,West,Grocery,Sugar,2,2500,5000,1223.42
1332,2025-07-21,Customer_47,North,Fashion,Shoes,4,1000,4000,875.22
1333,2025-08-25,Customer_91,South,Fashion,Jeans,5,250,1250,302.51
1334,2025-03-13,Customer_82,East,Grocery,Sugar,1,2500,2500,486.02
1335,2025-07-13,Customer_10,West,Fashion,Shoes,2,10000,20000,3038.64
1336,2025-12-21,Customer_54,North,Grocery,Tea,5,5000,25000,5924.86
1337,2025-07-01,Customer_22,North,Furniture,Chair,1,500,500,95.9
1338,2025-05-13,Customer_29,South,Grocery,Sugar,4,250,1000,81.79
1339,2025-10-29,Customer_89,South,Grocery,Sugar,4,2500,10000,2112.98
1340,2025-02-13,Customer_15,South,Furniture,Chair,4,250,1000,130.22
1341,2025-09-24,Customer_62,East,Furniture,Sofa,3,2500,7500,1599.94
1342,2025-06-13,Customer_9,East,Grocery,Rice,4,10000,40000,7937.99
1343,2025-12-13,Customer_22,South,Electronics,Laptop,1,1000,1000,190.15
1344,2025-08-25,Customer_30,West,Fashion,Jeans,3,5000,15000,2287.24
1345,2025-11-11,Customer_26,West,Fashion,Jeans,4,2500,10000,849.63
1346,2025-05-23,Customer_97,North,Grocery,Tea,1,10000,10000,1165.15
1347,2025-02-28,Customer_34,West,Electronics,Smartphone,3,1000,3000,340.51
1348,2025-06-28,Customer_46,West,Furniture,Bed,5,2500,12500,2247.39
