Order ID,Order Date,Customer Name,Region,Category,Product,Quantity,Unit Price,Sales,Profit,Month
1099,2025-11-01,Customer_61,East,Electronics,Smartphone,1,2500,2500,391.46,November
1100,2025-08-21,Customer_10,South,Electronics,Smartphone,3,10000,30000,3841.86,August
1101,2025-11-28,Customer_20,East,Furniture,Table,4,250,1000,172.58,November
1102,2025-11-01,Customer_96,East,Fashion,T-Shirt,1,500,500,107.37,November
1103,2025-07-26,Customer_35,West,Grocery,Rice,4,10000,40000,5267.82,July
1104,2025-06-15,Customer_78,East,Grocery,Rice,5,250,1250,289.0,June
1105,2025-10-22,Customer_76,North,Electronics,Laptop,2,10000,20000,4442.26,October
1106,2025-08-15,Customer_36,South,Furniture,Chair,2,2500,5000,841.12,August
1107,2025-06-20,Customer_42,North,Grocery,Tea,1,2500,2500,347.88,June
1108,2025-12-06,Customer_52,North,Fashion,Shoes,4,10000,40000,6569.19,December
1109,2025-07-26,Customer_66,North,Grocery,Rice,3,1000,3000,404.87,July
1110,2025-11-15,Customer_97,West,Grocery,Tea,1,500,500,84.07,November
1111,2025-05-28,Customer_57,West,Grocery,Rice,2,1000,2000,346.73,May
1112,2025-06-09,Customer_71,North,Electronics,Laptop,5,500,2500,501.66,June
1113,2025-03-02,Customer_83,South,Grocery,Rice,2,250,500,79.22,March
1114,2025-09-05,Customer_61,South,Grocery,Sugar,5,10000,50000,6324.11,September
1115,2025-09-18,Customer_96,South,Grocery,Oil,4,500,2000,473.44,September
1116,2025-09-17,Customer_35,North,Electronics,Headphones,4,1000,4000,955.29,September
1117,2025-09-08,Customer_20,West,Furniture,Sofa,5,5000,25000,6245.33,September
1118,2025-07-13,Customer_59,East,Grocery,Sugar,3,5000,15000,3145.33,July
1119,2025-07-30,Customer_6,East,Fashion,Jeans,5,2500,12500,1496.32,July
1120,2025-11-30,Customer_20,West,Grocery,Tea,4,10000,40000,8588.28,November
1121,2025-02-21,Customer_57,North,Electronics,Smartphone,5,5000,25000,3410.98,February
1122,2025-03-21,Customer_10,West,Grocery,Rice,2,2500,5000,1140.29,March
1123,2025-02-11,Customer_43,West,Furniture,Sofa,5,10000,50000,7378.61,February
1124,2025-05-01,Customer_81,East,Furniture,Bed,5,250,1250,231.21,May
1125,2025-12-27,Customer_13,West,Fashion,T-Shirt,4,250,1000,209.26,December
1126,2025-01-29,Customer_38,East,Fashion,Shoes,1,250,250,33.79,January
1127,2025-10-17,Customer_88,South,Furniture,Bed,2,500,1000,170.3,October
1128,2025-11-14,Customer_88,South,Fashion,Jeans,1,5000,5000,1140.21,November
1129,2025-08-24,Customer_33,North,Grocery,Oil,2,2500,5000,942.22,August
1130,2025-06-26,Customer_76,East,Grocery,Sugar,5,500,2500,231.39,June
1131,2025-07-16,Customer_62,North,Grocery,Sugar,4,1000,4000,455.47,July
1132,2025-12-25,Customer_38,North,Fashion,Jacket,5,1000,5000,888.59,December
1133,2025-01-26,Customer_78,West,Grocery,Sugar,1,5000,5000,1135.31,January
1134,2025-04-08,Customer_80,East,Furniture,Table,5,1000,5000,586.15,April
1135,2025-01-18,Customer_75,East,Fashion,T-Shirt,1,1000,1000,214.06,January
1136,2025-03-31,Customer_26,South,Fashion,T-Shirt,3,1000,3000,621.22,March
1137,2025-09-04,Customer_38,East,Furniture,Sofa,2,1000,2000,470.78,September
1138,2025-04-26,Customer_87,West,Electronics,Smartwatch,1,500,500,104.1,April
1139,2025-03-05,Customer_59,East,Furniture,Chair,4,250,1000,124.96,March
1140,2025-08-30,Customer_4,East,Furniture,Bed,3,250,750,146.04,August
1141,2025-07-29,Customer_15,South,Fashion,T-Shirt,4,10000,40000,5254.89,July
1142,2025-05-01,Customer_69,South,Electronics,Laptop,3,2500,7500,748.05,May
1143,2025-12-23,Customer_70,West,Grocery,Tea,3,10000,30000,7241.84,December
1144,2025-05-24,Customer_5,East,Fashion,Jacket,1,2500,2500,461.65,May
1145,2025-02-20,Customer_88,East,Fashion,Jacket,4,500,2000,450.85,February
1146,2025-03-04,Customer_59,North,Furniture,Chair,4,1000,4000,449.07,March
1147,2025-03-06,Customer_73,South,Fashion,T-Shirt,1,1000,1000,121.41,March
1148,2025-04-30,Customer_43,South,Electronics,Smartphone,5,500,2500,545.55,April
1149,2025-03-31,Customer_15,North,Electronics,Headphones,2,500,1000,171.84,March
1150,2025-01-09,Customer_23,East,Fashion,T-Shirt,3,500,1500,270.16,January
1151,2025-02-02,Customer_61,West,Electronics,Smartphone,4,5000,20000,1986.41,February
1152,2025-11-11,Customer_6,East,Furniture,Chair,4,5000,20000,2353.27,November
1153,2025-08-07,Customer_88,North,Grocery,Rice,1,2500,2500,560.1,August
1154,2025-03-17,Customer_9,South,Grocery,Tea,1,250,250,33.69,March
1155,2025-08-21,Customer_65,West,Furniture,Sofa,4,5000,20000,3403.89,August
1156,2025-08-09,Customer_58,South,Electronics,Laptop,5,10000,50000,11356.68,August
1157,2025-02-18,Customer_41,West,Grocery,Sugar,4,2500,10000,1507.18,February
1158,2025-08-31,Customer_9,North,Furniture,Sofa,3,500,1500,295.14,August
1159,2025-07-10,Customer_17,North,Electronics,Laptop,4,250,1000,206.58,July
1160,2025-08-05,Customer_93,North,Furniture,Chair,4,1000,4000,914.05,August
1161,2025-04-19,Customer_20,West,Furniture,Sofa,3,250,750,133.68,April
1162,2025-05-23,Customer_74,South,Fashion,T-Shirt,3,5000,15000,2137.28,May
1163,2025-05-17,Customer_4,South,Grocery,Rice,5,10000,50000,11050.42,May
1164,2025-03-15,Customer_73,West,Furniture,Sofa,3,1000,3000,243.11,March
1165,2025-04-21,Customer_49,West,Electronics,Smartphone,1,250,250,51.71,April
1166,2025-06-16,Customer_100,North,Grocery,Sugar,2,1000,2000,265.96,June
1167,2025-02-11,Customer_35,West,Electronics,Smartphone,2,5000,10000,884.6,February
1168,2025-04-21,Customer_97,North,Grocery,Tea,5,2500,12500,1880.14,April
1169,2025-10-31,Customer_63,East,Furniture,Bed,1,1000,1000,195.3,October
1170,2025-04-15,Customer_39,South,Electronics,Smartphone,4,5000,20000,1786.26,April
1171,2025-09-12,Customer_96,West,Fashion,Shoes,3,1000,3000,301.19,September
1172,2025-09-14,Customer_72,East,Fashion,Jeans,4,5000,20000,3992.48,September
1173,2025-02-09,Customer_41,West,Electronics,Smartwatch,1,2500,2500,207.97,February
1174,2025-06-16,Customer_22,West,Grocery,Tea,3,250,750,111.64,June
1175,2025-10-29,Customer_52,North,Furniture,Chair,4,250,1000,121.36,October
1176,2025-03-28,Customer_10,North,Grocery,Sugar,3,500,1500,204.93,March
1177,2025-11-27,Customer_19,South,Fashion,Shoes,3,10000,30000,7286.94,November
1178,2025-03-20,Customer_98,North,Electronics,Smartphone,3,500,1500,164.24,March
1179,2025-08-18,Customer_88,East,Fashion,Jacket,4,5000,20000,4183.58,August
1180,2025-11-20,Customer_39,East,Furniture,Table,4,250,1000,159.72,November
1181,2025-08-20,Customer_5,North,Electronics,Headphones,5,250,1250,165.96,August
1182,2025-02-16,Customer_79,West,Furniture,Sofa,1,10000,10000,2269.23,February
1183,2025-06-14,Customer_78,West,Grocery,Rice,4,5000,20000,3816.25,June
1184,2025-06-25,Customer_92,North,Fashion,T-Shirt,4,250,1000,217.86,June
1185,2025-08-13,Customer_68,South,Fashion,T-Shirt,2,10000,20000,3088.38,August
1186,2025-06-23,Customer_87,North,Furniture,Sofa,3,2500,7500,1121.18,June
1187,2025-07-17,Customer_37,East,Furniture,Chair,3,250,750,131.14,July
1188,2025-06-29,Customer_40,West,Fashion,Shoes,1,5000,5000,964.07,June
1189,2025-06-18,Customer_17,North,Fashion,T-Shirt,3,5000,15000,2160.53,June
1190,2025-04-20,Customer_44,West,Grocery,Sugar,1,1000,1000,132.51,April
1191,2025-02-21,Customer_65,North,Fashion,Jeans,2,500,1000,93.12,February
1192,2025-04-03,Customer_89,South,Furniture,Table,5,2500,12500,1327.79,April
1193,2025-05-02,Customer_57,East,Grocery,Rice,4,1000,4000,779.93,May
1194,2025-08-29,Customer_25,East,Grocery,Oil,5,500,2500,331.52,August
1195,2025-08-03,Customer_21,South,Grocery,Tea,3,2500,7500,1241.21,August
1196,2025-07-10,Customer_71,North,Fashion,Shoes,1,10000,10000,1617.0,July
1197,2025-09-20,Customer_19,West,Electronics,Headphones,1,500,500,63.19,September
1198,2025-08-01,Customer_7,West,Electronics,Smartphone,4,1000,4000,952.72,August
1199,2025-01-15,Customer_41,North,Furniture,Table,4,250,1000,143.74,January
1200,2025-08-30,Customer_90,South,Furniture,Table,2,250,500,64.38,August
1201,2025-01-10,Customer_33,South,Grocery,Tea,5,250,1250,292.49,January
1202,2025-03-04,Customer_7,South,Fashion,Jacket,1,1000,1000,120.4,March
1203,2025-09-13,Customer_77,North,Grocery,Tea,1,250,250,55.56,September
1204,2025-06-30,Customer_31,West,Fashion,Jeans,3,2500,7500,601.99,June
1205,2025-09-27,Customer_70,North,Fashion,T-Shirt,5,1000,5000,457.53,September
1206,2025-07-11,Customer_33,North,Grocery,Tea,1,10000,10000,1457.7,July
1207,2025-11-18,Customer_14,East,Furniture,Chair,3,500,1500,306.9,November
1208,2025-11-26,Customer_23,West,Fashion,T-Shirt,3,5000,15000,2063.3,November
1209,2025-08-23,Customer_5,East,Grocery,Oil,2,250,500,100.86,August
1210,2025-06-08,Customer_66,West,Fashion,T-Shirt,2,250,500,66.83,June
1211,2025-07-02,Customer_100,North,Grocery,Sugar,1,10000,10000,1124.88,July
1212,2025-07-24,Customer_96,West,Furniture,Sofa,1,1000,1000,154.28,July
1213,2025-07-08,Customer_67,East,Grocery,Sugar,2,2500,5000,988.26,July
1214,2025-04-03,Customer_70,East,Electronics,Smartwatch,1,2500,2500,456.04,April
1215,2025-06-06,Customer_58,West,Furniture,Chair,1,1000,1000,192.36,June
1216,2025-06-30,Customer_79,West,Fashion,Jacket,3,2500,7500,654.0,June
1217,2025-07-06,Customer_66,South,Furniture,Chair,1,10000,10000,1883.77,July
1218,2025-01-18,Customer_17,North,Electronics,Smartphone,5,10000,50000,10641.15,January
1219,2025-01-17,Customer_78,South,Fashion,Shoes,3,2500,7500,1810.57,January
1220,2025-10-21,Customer_18,East,Grocery,Sugar,3,2500,7500,1572.93,October
1221,2025-01-14,Customer_95,South,Grocery,Sugar,3,500,1500,364.93,January
1222,2025-05-14,Customer_91,West,Grocery,Tea,5,250,1250,155.63,May
1223,2025-02-07,Customer_58,South,Fashion,Shoes,4,500,2000,201.7,February
1224,2025-02-03,Customer_71,East,Grocery,Rice,3,10000,30000,4171.87,February
1225,2025-03-04,Customer_26,South,Furniture,Table,2,1000,2000,332.98,March
1226,2025-07-08,Customer_60,South,Fashion,Jacket,1,1000,1000,174.18,July
1227,2025-09-03,Customer_68,West,Electronics,Laptop,3,2500,7500,1874.48,September
1228,2025-08-19,Customer_60,East,Grocery,Rice,2,1000,2000,378.4,August
1229,2025-01-29,Customer_16,South,Fashion,Jeans,2,2500,5000,827.43,January
1230,2025-04-26,Customer_45,East,Furniture,Table,2,1000,2000,477.81,April
1231,2025-05-21,Customer_17,East,Electronics,Headphones,2,10000,20000,4851.6,May
1232,2025-12-04,Customer_80,East,Electronics,Smartphone,5,5000,25000,2655.33,December
1233,2025-10-23,Customer_34,South,Electronics,Laptop,1,250,250,60.31,October
1234,2025-11-25,Customer_39,West,Grocery,Rice,4,10000,40000,6909.93,November
1235,2025-01-31,Customer_21,West,Fashion,Jacket,3,2500,7500,693.04,January
1236,2025-03-15,Customer_41,East,Grocery,Tea,4,500,2000,275.67,March
1237,2025-02-24,Customer_41,South,Furniture,Bed,2,1000,2000,335.09,February
1238,2025-02-19,Customer_7,East,Grocery,Rice,3,2500,7500,916.1,February
1239,2025-10-23,Customer_93,East,Grocery,Tea,2,500,1000,218.29,October
1240,2025-06-07,Customer_64,North,Fashion,Jeans,4,5000,20000,3187.17,June
1241,2025-04-21,Customer_75,East,Electronics,Smartwatch,5,2500,12500,3054.21,April
1242,2025-12-01,Customer_87,West,Electronics,Laptop,3,2500,7500,1361.84,December
1243,2025-05-16,Customer_94,East,Furniture,Chair,1,2500,2500,256.92,May
1244,2025-10-15,Customer_25,East,Grocery,Sugar,1,2500,2500,221.74,October
1245,2025-10-09,Customer_36,North,Furniture,Chair,4,5000,20000,3131.2,October
1246,2025-06-23,Customer_72,East,Fashion,T-Shirt,4,1000,4000,860.53,June
1247,2025-01-21,Customer_6,North,Fashion,Jeans,5,5000,25000,3705.9,January
1248,2025-11-07,Customer_66,South,Fashion,Shoes,4,5000,20000,3153.76,November
1249,2025-06-03,Customer_76,East,Furniture,Sofa,2,2500,5000,1242.02,June
1250,2025-12-11,Customer_15,West,Grocery,Sugar,4,250,1000,142.62,December
1251,2025-12-02,Customer_100,South,Furniture,Chair,5,2500,12500,1564.25,December
1252,2025-11-14,Customer_100,West,Electronics,Smartwatch,2,5000,10000,1869.34,November
1253,2025-02-26,Customer_25,North,Fashion,Jeans,1,5000,5000,1205.97,February
1254,2025-04-15,Customer_53,West,Grocery,Sugar,4,500,2000,300.41,April
1255,2025-12-06,Customer_62,West,Electronics,Smartphone,5,500,2500,438.38,December
1256,2025-07-01,Customer_87,East,Furniture,Table,4,5000,20000,2763.91,July
1257,2025-04-26,Customer_39,East,Grocery,Oil,2,1000,2000,349.75,April
1258,2025-05-21,Customer_37,North,Fashion,Jacket,3,2500,7500,1044.72,May
1259,2025-05-28,Customer_92,North,Grocery,Tea,3,500,1500,194.07,May
1260,2025-04-14,Customer_69,East,Furniture,Bed,3,10000,30000,4843.3,April
1261,2025-05-03,Customer_32,North,Furniture,Table,1,5000,5000,1029.76,May
1262,2025-08-30,Customer_13,South,Fashion,Jeans,1,250,250,37.57,August
1263,2025-09-01,Customer_62,South,Electronics,Smartphone,4,10000,40000,9558.22,September
1264,2025-02-15,Customer_84,South,Furniture,Sofa,3,10000,30000,2701.73,February
1265,2025-01-19,Customer_51,West,Electronics,Smartphone,4,500,2000,477.53,January
1266,2025-11-05,Customer_14,East,Fashion,Shoes,1,250,250,32.68,November
1267,2025-03-10,Customer_65,West,Furniture,Bed,5,5000,25000,4099.13,March
1268,2025-08-23,Customer_83,East,Furniture,Table,1,1000,1000,107.62,August
1269,2025-04-09,Customer_23,West,Fashion,T-Shirt,3,1000,3000,529.57,April
1270,2025-04-05,Customer_18,West,Grocery,Sugar,1,2500,2500,484.43,April
1271,2025-08-17,Customer_97,East,Furniture,Table,1,1000,1000,145.21,August
1272,2025-05-14,Customer_84,East,Furniture,Sofa,5,10000,50000,8869.46,May
1273,2025-07-27,Customer_88,East,Fashion,T-Shirt,1,2500,2500,330.39,July
1274,2025-03-10,Customer_62,South,Electronics,Headphones,3,5000,15000,1763.17,March
1275,2025-08-30,Customer_97,South,Grocery,Sugar,4,10000,40000,6934.79,August
1276,2025-07-05,Customer_10,North,Fashion,T-Shirt,5,2500,12500,2122.37,July
1277,2025-06-17,Customer_67,West,Electronics,Smartphone,5,5000,25000,2636.87,June
1278,2025-09-19,Customer_58,North,Electronics,Smartphone,5,2500,12500,1193.25,September
1279,2025-01-30,Customer_72,West,Grocery,Oil,5,2500,12500,1970.7,January
1280,2025-04-22,Customer_75,North,Furniture,Chair,4,1000,4000,875.19,April
1281,2025-01-31,Customer_9,West,Electronics,Smartwatch,3,10000,30000,2725.18,January
1282,2025-11-25,Customer_94,West,Electronics,Headphones,4,500,2000,421.45,November
1283,2025-12-16,Customer_85,South,Furniture,Bed,4,2500,10000,1438.6,December
1284,2025-03-07,Customer_94,South,Furniture,Chair,2,5000,10000,1468.2,March
1285,2025-10-06,Customer_55,West,Electronics,Laptop,3,2500,7500,1458.71,October
1286,2025-04-07,Customer_93,North,Fashion,Jeans,4,1000,4000,425.48,April
1287,2025-02-04,Customer_13,North,Electronics,Smartwatch,5,250,1250,151.14,February
1288,2025-08-13,Customer_30,South,Grocery,Rice,2,10000,20000,1750.4,August
1289,2025-10-22,Customer_41,East,Electronics,Smartphone,5,1000,5000,599.04,October
1290,2025-07-31,Customer_39,East,Fashion,Shoes,2,10000,20000,3372.25,July
1291,2025-06-26,Customer_83,West,Electronics,Smartphone,4,5000,20000,3285.11,June
1292,2025-04-05,Customer_97,West,Furniture,Bed,4,500,2000,261.96,April
1293,2025-08-26,Customer_8,West,Fashion,Jeans,3,10000,30000,3136.19,August
1294,2025-06-19,Customer_83,North,Grocery,Oil,4,500,2000,246.7,June
1295,2025-04-08,Customer_7,East,Grocery,Sugar,1,5000,5000,1015.9,April
1296,2025-10-28,Customer_93,South,Grocery,Rice,1,500,500,108.4,October
1297,2025-01-08,Customer_28,South,Grocery,Oil,3,1000,3000,728.08,January
1298,2025-04-15,Customer_51,South,Electronics,Smartwatch,2,10000,20000,3654.97,April
1299,2025-07-03,Customer_40,East,Furniture,Sofa,4,2500,10000,1707.21,July
1300,2025-08-29,Customer_98,East,Furniture,Bed,4,250,1000,216.48,August
1301,2025-04-24,Customer_95,South,Fashion,Shoes,3,2500,7500,658.29,April
1302,2025-08-02,Customer_38,South,Electronics,Headphones,5,5000,25000,4461.36,August
1303,2025-05-06,Customer_64,East,Fashion,Shoes,2,2500,5000,884.32,May
1304,2025-06-30,Customer_22,South,Furniture,Bed,4,2500,10000,1086.0,June
1305,2025-09-26,Customer_5,North,Grocery,Oil,5,10000,50000,12136.51,September
1306,2025-04-29,Customer_9,South,Electronics,Laptop,4,500,2000,446.47,April
1307,2025-11-13,Customer_82,West,Electronics,Smartphone,5,2500,12500,1793.05,November
1308,2025-01-07,Customer_3,East,Grocery,Rice,1,5000,5000,868.9,January
1309,2025-04-02,Customer_14,North,Furniture,Chair,5,10000,50000,9729.28,April
1310,2025-07-01,Customer_35,West,Fashion,Jeans,2,5000,10000,1694.98,July
1311,2025-12-23,Customer_29,East,Electronics,Headphones,4,2500,10000,1760.5,December
1312,2025-10-10,Customer_61,North,Electronics,Laptop,1,2500,2500,361.19,October
1313,2025-11-27,Customer_43,North,Electronics,Smartphone,1,2500,2500,559.27,November
1314,2025-09-01,Customer_35,North,Electronics,Smartphone,2,10000,20000,4617.68,September
1315,2025-04-02,Customer_41,North,Electronics,Headphones,5,5000,25000,4796.96,April
1316,2025-10-16,Customer_31,West,Fashion,Jeans,4,250,1000,130.88,October
1317,2025-09-14,Customer_96,East,Furniture,Bed,2,10000,20000,4062.16,September
1318,2025-06-24,Customer_78,West,Electronics,Laptop,4,500,2000,445.15,June
1319,2025-07-02,Customer_71,West,Furniture,Chair,3,2500,7500,1225.52,July
1320,2025-11-13,Customer_38,South,Grocery,Oil,5,10000,50000,7230.62,November
1321,2025-11-21,Customer_20,West,Electronics,Laptop,3,500,1500,216.9,November
1322,2025-06-07,Customer_57,East,Furniture,Sofa,1,250,250,20.22,June
1323,2025-08-18,Customer_72,West,Furniture,Chair,2,250,500,55.93,August
1324,2025-11-02,Customer_77,East,Electronics,Laptop,1,1000,1000,174.22,November
1325,2025-02-13,Customer_93,South,Grocery,Rice,3,2500,7500,1094.44,February
1326,2025-05-18,Customer_64,South,Fashion,Jacket,2,500,1000,125.72,May
1327,2025-09-05,Customer_10,East,Electronics,Smartphone,4,1000,4000,606.35,September
1328,2025-08-23,Customer_14,South,Furniture,Table,4,5000,20000,3696.67,August
1329,2025-07-14,Customer_43,West,Furniture,Chair,4,1000,4000,892.3,July
1330,2025-11-05,Customer_89,South,Furniture,Bed,5,500,2500,327.68,November
1331,2025-05-30,Customer_95,West,Grocery,Sugar,2,2500,5000,1223.42,May
1332,2025-07-21,Customer_47,North,Fashion,Shoes,4,1000,4000,875.22,July
